transaction_id,date,amount,description,category,is_anomaly
TRX-002619,2025-02-26 13:35:33,-2268.05,Електроніка Comfy,Покупки,False
TRX-002620,2024-05-18 10:27:06,-679.04,Комунальні послуги,Оплата послуг,False
TRX-002621,2024-09-19 05:46:49,13877.07,Зарплата,Дохід,False
TRX-002622,2023-09-05 06:38:54,-192.89,Суші Master,Їжа та Продукти,False
TRX-002623,2025-01-10 01:57:51,-413.52,Таксі Bolt,Транспорт,False
TRX-002624,2024-01-03 13:43:41,-622.49,Сільпо,Їжа та Продукти,False
TRX-002625,2024-08-19 15:40:09,-1186.65,Одяг Zara,Покупки,False
TRX-002626,2023-04-07 04:47:33,-902.37,Криптобіржа: Кінотеатр Multiplex,Інше,True
TRX-002627,2024-08-04 11:44:23,-984.28,Кінотеатр Multiplex,Розваги,False
TRX-002628,2024-05-13 21:41:00,-473.1,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-002629,2025-06-10 08:03:22,-683.46,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-002630,2024-11-10 15:44:09,-1572.55,Клуб 'Атлас',Розваги,False
TRX-002631,2023-09-09 19:08:15,-462.27,Проїзд в автобусі,Транспорт,False
TRX-002632,2023-10-26 17:18:27,6751.12,Зарплата,Дохід,False
TRX-002633,2023-05-30 10:49:26,-624.41,Сільпо,Їжа та Продукти,False
TRX-002634,2024-07-12 13:24:20,-3063.15,Електроніка Comfy,Покупки,False
TRX-002635,2023-04-22 19:03:14,-358.02,Проїзд в автобусі,Транспорт,False
TRX-002636,2023-11-19 07:13:13,-872.75,Netflix,Оплата послуг,False
TRX-002637,2024-07-07 18:43:52,-1804.91,Клуб 'Атлас',Розваги,False
TRX-002638,2024-11-12 18:33:36,-453.56,Укрзалізниця квиток,Транспорт,False
TRX-002639,2025-06-03 03:32:25,12997.23,Фріланс оплата,Дохід,False
TRX-002640,2023-07-03 04:39:20,-861.27,Інтернет оплата,Оплата послуг,False
TRX-002641,2024-05-29 01:35:03,12579.55,Стипендія,Дохід,False
TRX-002642,2024-01-26 12:11:40,-303.59,АЗС WOG,Транспорт,False
TRX-002643,2023-09-03 05:33:35,-824.29,Поповнення мобільного,Інше,False
TRX-002644,2024-01-10 23:59:04,-1781.71,Стоматологія,Здоров'я та Краса,False
TRX-002645,2023-03-29 23:59:52,-395.39,Інтернет оплата,Оплата послуг,False
TRX-002646,2024-02-13 15:19:45,-1612.95,Кінотеатр Multiplex,Розваги,False
TRX-002647,2024-02-10 06:21:09,-599.97,АТБ,Їжа та Продукти,False
TRX-002648,2025-04-29 20:53:40,-880.56,Amazon покупка,Покупки,False
TRX-002649,2023-04-07 19:46:30,-573.53,АТБ,Їжа та Продукти,False
TRX-002650,2025-05-25 22:04:57,-100.0,Аптека 'Доброго Дня',Здоров'я та Краса,False
TRX-002651,2023-04-20 22:14:21,-6251.02,Поповнення Sense SuperApp,Перекази,False
TRX-002652,2023-05-06 04:44:34,-1442.62,Фітнес-клуб SportLife,Здоров'я та Краса,False
TRX-002653,2024-02-25 05:17:03,-1526.12,Міжнародний платіж: ЦУМ Київ,Інше,True
TRX-002654,2024-11-01 08:03:58,-4588.98,Аномально велика витрата: Мобільний зв'язок Kyivstar,Оплата послуг,True
TRX-002655,2023-11-01 17:54:26,-897.38,Netflix,Оплата послуг,False
TRX-002656,2023-01-29 02:37:31,-892.78,Інтернет оплата,Оплата послуг,False
TRX-002657,2024-08-09 00:04:19,-2446.63,Одяг Zara,Покупки,False
TRX-002658,2025-05-03 16:31:11,-467.93,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-002659,2024-07-25 05:10:22,-300.21,АЗС WOG,Транспорт,False
TRX-002660,2023-03-31 23:30:27,-244.65,АТБ,Їжа та Продукти,False
TRX-002661,2023-12-19 19:52:00,-466.94,Проїзд в автобусі,Транспорт,False
TRX-002662,2023-01-24 03:27:30,-1538.83,Клініка 'Борис',Здоров'я та Краса,False
TRX-002663,2023-04-30 00:17:25,6753.27,Повернення боргу,Дохід,False
TRX-002664,2023-03-09 21:58:42,-673.53,Піцерія Domino's,Їжа та Продукти,False
TRX-002665,2024-01-15 10:05:20,-1202.05,Поповнення мобільного,Інше,False
TRX-002666,2025-01-13 15:16:49,-591.21,Несанкціонована транзакція: Кінотеатр Multiplex,Інше,True
TRX-002667,2025-02-07 20:17:59,-1035.2,Amazon покупка,Покупки,False
TRX-002668,2023-12-09 04:54:19,-356.02,АЗС WOG,Транспорт,False
TRX-002669,2025-05-06 13:53:59,-420.46,Суші Master,Їжа та Продукти,False
TRX-002670,2024-02-20 14:26:13,-572.99,Проїзд в автобусі,Транспорт,False
TRX-002671,2023-03-25 21:10:26,-442.89,Укрзалізниця квиток,Транспорт,False
TRX-002672,2025-01-25 07:08:12,-594.74,Сільпо,Їжа та Продукти,False
TRX-002673,2025-03-20 08:05:58,-604.62,Суші Master,Їжа та Продукти,False
TRX-002674,2023-07-10 16:22:44,-4245.95,Аномально велика витрата: Таксі Bolt,Транспорт,True
TRX-002675,2024-11-14 22:43:53,-1165.95,Steam покупки,Розваги,False
TRX-002676,2023-02-03 01:44:08,-715.82,Інтернет оплата,Оплата послуг,False
TRX-002677,2025-07-02 19:10:57,-306.53,Метрополітен,Транспорт,False
TRX-002678,2024-08-19 10:10:52,-739.53,Netflix,Оплата послуг,False
TRX-002679,2023-03-10 23:55:54,-50.0,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-002680,2024-10-31 16:00:44,-525.85,Шахрайський переказ: Комунальні послуги,Інше,True
TRX-002681,2024-06-06 07:07:35,-5482.64,Вихідний переказ,Перекази,False
TRX-002682,2023-12-03 09:21:03,-1079.19,Amazon покупка,Покупки,False
TRX-002683,2024-11-05 07:31:35,-1193.16,Аптека 'Доброго Дня',Здоров'я та Краса,False
TRX-002684,2025-05-09 12:18:05,-269.33,АЗС WOG,Транспорт,False
TRX-002685,2025-04-10 17:20:57,-1038.87,Комунальні послуги,Оплата послуг,False
TRX-002686,2024-08-15 07:33:36,-993.25,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-002687,2023-01-24 14:04:43,-406.84,Суші Master,Їжа та Продукти,False
TRX-002688,2023-05-13 21:02:43,-924.58,Невідомий платіж,Інше,False
TRX-002689,2025-06-06 03:30:13,-288.91,Проїзд в автобусі,Транспорт,False
TRX-002690,2024-02-22 11:37:38,-819.34,Кінотеатр Multiplex,Розваги,False
TRX-002691,2025-06-02 01:01:09,-1078.01,Концерт в Оперному,Розваги,False
TRX-002692,2024-11-20 10:23:13,-3860.04,Аномально велика витрата: Netflix,Оплата послуг,True
TRX-002693,2024-07-11 06:11:13,-682.99,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-002694,2025-06-19 07:56:51,-6598.36,Вихідний переказ,Перекази,False
TRX-002695,2025-05-06 15:28:00,-585.76,АТБ,Їжа та Продукти,False
TRX-002696,2024-02-05 19:11:47,-1727.11,Amazon покупка,Покупки,False
TRX-002697,2025-02-07 20:17:16,-466.71,Суші Master,Їжа та Продукти,False
TRX-002698,2023-03-19 00:27:51,-542.38,Криптобіржа: Суші Master,Інше,True
TRX-002699,2025-06-19 19:53:34,-320.89,Піцерія Domino's,Їжа та Продукти,False
TRX-002700,2023-04-05 11:16:04,-6992.02,Вихідний переказ,Перекази,False
TRX-002701,2023-01-26 00:55:44,-1115.46,Концерт в Оперному,Розваги,False
TRX-002702,2023-03-11 11:46:10,-1029.91,Концерт в Оперному,Розваги,False
TRX-002703,2025-02-26 12:00:58,-478.87,Проїзд в автобусі,Транспорт,False
TRX-002704,2023-11-13 23:14:02,-281.98,АЗС WOG,Транспорт,False
TRX-002705,2024-10-08 04:28:24,11270.32,Повернення боргу,Дохід,False
TRX-002706,2023-08-11 06:23:23,10061.48,Фріланс оплата,Дохід,False
TRX-002707,2024-06-04 09:10:30,-1171.53,Невідомий платіж,Інше,False
TRX-002708,2024-04-01 19:27:52,-1123.38,Клуб 'Атлас',Розваги,False
TRX-002709,2024-03-27 20:31:03,-3667.43,Міжнародний платіж: Поповнення Sense SuperApp,Інше,True
TRX-002710,2025-03-04 11:51:37,-1857.84,Електроніка Comfy,Покупки,False
TRX-002711,2024-06-18 11:12:57,-3680.8,Вихідний переказ,Перекази,False
TRX-002712,2023-02-20 15:23:54,-718.05,Клуб 'Атлас',Розваги,False
TRX-002713,2023-05-02 20:38:25,-135.05,Поповнення мобільного,Інше,False
TRX-002714,2025-06-11 08:38:50,-907.64,Steam покупки,Розваги,False
TRX-002715,2023-07-08 08:14:35,-148.89,Аптека 'Доброго Дня',Здоров'я та Краса,False
TRX-002716,2025-03-25 16:50:28,-484.3,Комунальні послуги,Оплата послуг,False
TRX-002717,2025-06-12 14:38:27,-377.46,Сільпо,Їжа та Продукти,False
TRX-002718,2024-07-16 07:01:54,-710.38,Фора,Їжа та Продукти,False
TRX-002719,2023-06-29 07:03:16,-1188.05,Одяг Zara,Покупки,False
TRX-002720,2024-09-28 19:08:31,-185.82,АЗС WOG,Транспорт,False
TRX-002721,2023-04-29 18:01:48,-4236.95,Поповнення Sense SuperApp,Перекази,False
TRX-002722,2023-12-24 20:03:51,-212.98,Укрзалізниця квиток,Транспорт,False
TRX-002723,2023-07-14 14:49:25,-7738.51,Переказ на картку ПриватБанку,Перекази,False
TRX-002724,2024-09-25 05:04:46,-544.57,Клуб 'Атлас',Розваги,False
TRX-002725,2024-03-21 15:51:18,-243.09,Метрополітен,Транспорт,False
TRX-002726,2024-10-16 00:51:35,-683.02,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-002727,2023-11-04 17:51:37,-8318.87,Аномально велика витрата: Фітнес-клуб SportLife,Здоров'я та Краса,True
TRX-002728,2024-02-14 03:22:24,-1695.81,Одяг Zara,Покупки,False
TRX-002729,2023-07-16 08:27:25,-6409.73,Аномально велика витрата: Фітнес-клуб SportLife,Здоров'я та Краса,True
TRX-002730,2023-04-24 10:11:08,-330.31,Піцерія Domino's,Їжа та Продукти,False
TRX-002731,2024-10-18 02:40:23,-502.8,Укрзалізниця квиток,Транспорт,False
TRX-002732,2024-01-11 01:20:44,-2225.75,ЦУМ Київ,Покупки,False
TRX-002733,2024-06-06 22:52:00,-1094.57,Кінотеатр Multiplex,Розваги,False
TRX-002734,2023-03-12 06:35:01,7747.93,Стипендія,Дохід,False
TRX-002735,2024-09-27 03:57:16,-533.73,Steam покупки,Розваги,False
TRX-002736,2025-01-11 03:48:09,-2014.43,Rozetka.ua замовлення,Покупки,False
TRX-002737,2025-03-02 06:50:19,6294.48,Зарплата,Дохід,False
TRX-002738,2024-07-28 13:53:55,-1312.54,Steam покупки,Розваги,False
TRX-002739,2024-11-12 07:42:36,-330.67,Суші Master,Їжа та Продукти,False
TRX-002740,2023-05-31 12:38:30,-495.07,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-002741,2025-05-26 08:20:26,-128.56,Netflix,Оплата послуг,False
TRX-002742,2024-08-19 15:05:00,-240.93,Таксі Bolt,Транспорт,False
TRX-002743,2023-03-07 03:25:43,-1051.31,Rozetka.ua замовлення,Покупки,False
TRX-002744,2024-03-08 06:08:38,-60.0,Комунальні послуги,Оплата послуг,False
TRX-002745,2024-03-18 09:46:35,-608.37,Фора,Їжа та Продукти,False
TRX-002746,2024-11-12 20:00:08,-828.23,Сільпо,Їжа та Продукти,False
TRX-002747,2024-02-08 00:12:52,-1564.74,Поповнення мобільного,Інше,False
TRX-002748,2024-03-08 20:01:52,-636.34,Сільпо,Їжа та Продукти,False
TRX-002749,2025-03-01 05:38:32,-1668.7,ЦУМ Київ,Покупки,False
TRX-002750,2023-03-03 17:48:08,-1402.95,Невідомий платіж,Інше,False
TRX-002751,2023-10-31 03:04:23,16895.41,Зарплата,Дохід,False
TRX-002752,2024-03-13 19:39:51,-5273.64,Поповнення Sense SuperApp,Перекази,False
TRX-002753,2024-11-22 00:15:57,-303.91,Netflix,Оплата послуг,False
TRX-002754,2023-06-20 06:44:19,-1600.49,ЦУМ Київ,Покупки,False
TRX-002755,2024-11-02 12:02:33,-1025.67,Інтернет оплата,Оплата послуг,False
TRX-002756,2024-03-08 13:29:15,-1940.2,ЦУМ Київ,Покупки,False
TRX-002757,2023-05-03 19:50:03,-200.0,Rozetka.ua замовлення,Покупки,False
TRX-002758,2024-05-23 03:45:28,-206.22,Фора,Їжа та Продукти,False
TRX-002759,2025-03-07 16:12:51,-830.22,Кінотеатр Multiplex,Розваги,False
TRX-002760,2024-05-04 00:57:52,-1517.91,Аптека 'Доброго Дня',Здоров'я та Краса,False
TRX-002761,2025-03-20 19:21:12,-445.38,Піцерія Domino's,Їжа та Продукти,False
TRX-002762,2023-02-25 08:36:47,-47211.12,Аномально велика витрата: Поповнення Sense SuperApp,Перекази,True
TRX-002763,2024-08-07 10:05:24,-1781.44,Клініка 'Борис',Здоров'я та Краса,False
TRX-002764,2024-02-17 02:34:50,-531.5,Netflix,Оплата послуг,False
TRX-002765,2025-02-10 15:18:09,-451.32,Сільпо,Їжа та Продукти,False
TRX-002766,2023-05-18 19:24:43,-4400.32,Поповнення Sense SuperApp,Перекази,False
TRX-002767,2023-01-05 23:13:09,-585.62,Укрзалізниця квиток,Транспорт,False
TRX-002768,2023-11-20 23:11:40,-3300.77,ЦУМ Київ,Покупки,False
TRX-002769,2024-02-13 16:06:09,-1887.51,Клуб 'Атлас',Розваги,False
TRX-002770,2025-01-22 05:31:01,-560.24,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-002771,2023-12-27 05:36:36,-1147.81,Фітнес-клуб SportLife,Здоров'я та Краса,False
TRX-002772,2024-09-01 06:39:02,-393.34,Steam покупки,Розваги,False
TRX-002773,2023-12-07 02:19:18,-795.39,Фора,Їжа та Продукти,False
TRX-002774,2024-11-25 15:48:52,-124.83,Укрзалізниця квиток,Транспорт,False
TRX-002775,2024-12-22 22:36:40,-1108.39,Несанкціонована транзакція: Невідомий платіж,Інше,True
TRX-002776,2025-01-21 11:05:13,-451.35,Фітнес-клуб SportLife,Здоров'я та Краса,False
TRX-002777,2023-12-31 20:13:01,9644.53,Стипендія,Дохід,False
TRX-002778,2024-09-27 08:50:32,8650.95,Стипендія,Дохід,False
TRX-002779,2024-05-08 09:40:14,-208.82,Укрзалізниця квиток,Транспорт,False
TRX-002780,2024-02-09 23:34:38,-3921.75,Вихідний переказ,Перекази,False
TRX-002781,2023-12-07 02:58:49,-217.76,Метрополітен,Транспорт,False
TRX-002782,2024-09-28 14:52:54,-666.67,Сільпо,Їжа та Продукти,False
TRX-002783,2023-06-21 08:51:51,-2790.27,Поповнення Sense SuperApp,Перекази,False
TRX-002784,2023-07-20 17:29:48,-1088.22,Кінотеатр Multiplex,Розваги,False
TRX-002785,2023-02-02 19:19:28,-2974.37,ЦУМ Київ,Покупки,False
TRX-002786,2024-06-01 17:52:48,-3973.61,Поповнення Sense SuperApp,Перекази,False
TRX-002787,2023-03-18 10:52:33,-420.52,Комунальні послуги,Оплата послуг,False
TRX-002788,2023-09-01 21:07:11,-884.74,Фітнес-клуб SportLife,Здоров'я та Краса,False
TRX-002789,2023-12-23 06:12:31,-735.95,Сільпо,Їжа та Продукти,False
TRX-002790,2024-05-29 23:17:40,-329.12,Проїзд в автобусі,Транспорт,False
TRX-002791,2023-01-22 04:34:09,9875.14,Зарплата,Дохід,False
TRX-002792,2025-03-28 23:24:27,-596.78,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-002793,2023-03-07 16:30:19,-279.54,Несанкціонована транзакція: Фора,Інше,True
TRX-002794,2023-02-22 11:20:08,-636.27,АТБ,Їжа та Продукти,False
TRX-002795,2024-08-09 23:31:12,-1163.44,Клуб 'Атлас',Розваги,False
TRX-002796,2024-02-24 10:16:46,-846.1,Аптека 'Доброго Дня',Здоров'я та Краса,False
TRX-002797,2024-10-07 06:29:23,8645.66,Фріланс оплата,Дохід,False
TRX-002798,2023-08-24 21:17:14,-322.66,Піцерія Domino's,Їжа та Продукти,False
TRX-002799,2023-10-29 19:26:07,-1267.41,Стоматологія,Здоров'я та Краса,False
TRX-002800,2024-10-22 10:50:30,-907.25,Інтернет оплата,Оплата послуг,False
TRX-002801,2024-12-13 21:14:32,-372.54,Фора,Їжа та Продукти,False
TRX-002802,2025-06-14 02:20:13,-714.6,Комунальні послуги,Оплата послуг,False
TRX-002803,2023-12-12 06:11:26,-100.0,Невідомий платіж,Інше,False
TRX-002804,2024-03-17 20:03:26,-707.69,Клініка 'Борис',Здоров'я та Краса,False
TRX-002805,2025-02-11 02:48:13,-1975.15,Amazon покупка,Покупки,False
TRX-002806,2023-06-18 05:52:36,-163.55,Проїзд в автобусі,Транспорт,False
TRX-002807,2024-09-09 06:13:48,-1250.79,Одяг Zara,Покупки,False
TRX-002808,2025-05-24 19:52:32,-366.44,Фора,Їжа та Продукти,False
TRX-002809,2023-05-10 22:07:18,-558.44,Сільпо,Їжа та Продукти,False
TRX-002810,2025-01-30 21:29:41,-925.07,Кінотеатр Multiplex,Розваги,False
TRX-002811,2025-01-05 13:54:21,-60.0,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-002812,2025-02-05 11:56:48,-75.86,Фора,Їжа та Продукти,False
TRX-002813,2023-08-22 23:13:17,9572.54,Фріланс оплата,Дохід,False
TRX-002814,2023-01-09 15:43:50,-591.54,Сільпо,Їжа та Продукти,False
TRX-002815,2025-01-29 05:03:32,-60.0,Комунальні послуги,Оплата послуг,False
TRX-002816,2024-01-02 04:59:58,-225.04,Укрзалізниця квиток,Транспорт,False
TRX-002817,2023-05-07 12:05:27,-3947.5,Вихідний переказ,Перекази,False
TRX-002818,2024-08-06 14:35:28,-777.67,АТБ,Їжа та Продукти,False
TRX-002819,2023-07-08 17:00:59,-423.0,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-002820,2023-06-26 13:43:23,13531.96,Повернення боргу,Дохід,False
TRX-002821,2025-03-25 22:05:56,-635.31,Netflix,Оплата послуг,False
TRX-002822,2024-04-05 23:40:48,-73.89,Фора,Їжа та Продукти,False
TRX-002823,2024-02-26 03:37:30,-792.05,Комунальні послуги,Оплата послуг,False
TRX-002824,2023-09-15 18:54:11,-543.08,Піцерія Domino's,Їжа та Продукти,False
TRX-002825,2024-07-30 17:19:35,-727.07,Комунальні послуги,Оплата послуг,False
TRX-002826,2023-11-24 04:22:32,-12852.48,Поповнення Sense SuperApp,Перекази,False
TRX-002827,2023-07-30 05:48:46,-83.18,Суші Master,Їжа та Продукти,False
TRX-002828,2023-01-16 06:09:37,-844.94,Сільпо,Їжа та Продукти,False
TRX-002829,2023-04-15 03:43:51,-856.28,Поповнення мобільного,Інше,False
TRX-002830,2023-10-19 13:00:35,-557.47,АТБ,Їжа та Продукти,False
TRX-002831,2024-05-29 05:53:03,-490.9,Піцерія Domino's,Їжа та Продукти,False
TRX-002832,2023-09-01 00:59:29,10303.05,Фріланс оплата,Дохід,False
TRX-002833,2024-06-19 20:56:44,-772.07,Клуб 'Атлас',Розваги,False
TRX-002834,2024-10-24 00:36:25,-682.38,Комунальні послуги,Оплата послуг,False
TRX-002835,2024-09-18 10:56:02,-1965.65,Поповнення Sense SuperApp,Перекази,False
TRX-002836,2023-11-11 17:01:56,15002.32,Переказ від родичів,Дохід,False
TRX-002837,2023-12-03 05:31:22,-416.76,Фора,Їжа та Продукти,False
TRX-002838,2023-07-16 19:52:14,-1095.94,Електроніка Comfy,Покупки,False
TRX-002839,2024-08-17 21:16:51,-232.5,Проїзд в автобусі,Транспорт,False
TRX-002840,2025-01-05 09:53:10,-751.43,АТБ,Їжа та Продукти,False
TRX-002841,2023-12-03 05:35:49,-392.93,Піцерія Domino's,Їжа та Продукти,False
TRX-002842,2023-09-14 00:52:29,-689.61,Інтернет оплата,Оплата послуг,False
TRX-002843,2023-03-23 01:45:14,-353.81,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-002844,2025-01-02 17:50:36,-413.69,Проїзд в автобусі,Транспорт,False
TRX-002845,2024-01-10 00:39:50,-771.38,Netflix,Оплата послуг,False
TRX-002846,2025-01-07 01:49:19,-577.29,Проїзд в автобусі,Транспорт,False
TRX-002847,2023-05-02 11:29:40,-912.22,Клініка 'Борис',Здоров'я та Краса,False
TRX-002848,2024-03-07 10:46:37,-2534.92,Одяг Zara,Покупки,False
TRX-002849,2025-01-31 08:00:36,-2078.45,Amazon покупка,Покупки,False
TRX-002850,2025-05-16 16:12:32,-1647.94,Стоматологія,Здоров'я та Краса,False
TRX-002851,2024-07-22 01:48:21,-640.58,Стоматологія,Здоров'я та Краса,False
TRX-002852,2023-11-29 02:17:40,-1298.0,Клуб 'Атлас',Розваги,False
TRX-002853,2023-10-06 01:48:44,-4610.61,Переказ на картку ПриватБанку,Перекази,False
TRX-002854,2024-07-14 18:44:02,-583.95,Інтернет оплата,Оплата послуг,False
TRX-002855,2024-05-25 05:33:40,-518.35,Фора,Їжа та Продукти,False
TRX-002856,2025-02-20 01:29:41,-5504.48,Поповнення Sense SuperApp,Перекази,False
TRX-002857,2024-03-03 02:55:54,-953.51,Міжнародний платіж: Steam покупки,Інше,True
TRX-002858,2024-03-01 21:56:28,-1085.89,Кінотеатр Multiplex,Розваги,False
TRX-002859,2025-01-01 09:02:32,-1789.06,Невідомий платіж,Інше,False
TRX-002860,2023-09-27 22:39:04,-5575.61,Аномально велика витрата: Інтернет оплата,Оплата послуг,True
TRX-002861,2023-08-26 23:24:08,-2265.07,Rozetka.ua замовлення,Покупки,False
TRX-002862,2023-07-24 12:12:03,14133.6,Зарплата,Дохід,False
TRX-002863,2023-04-07 19:39:43,-307.46,Піцерія Domino's,Їжа та Продукти,False
TRX-002864,2023-10-29 15:38:37,-607.61,Кінотеатр Multiplex,Розваги,False
TRX-002865,2024-05-06 15:14:24,-1495.63,Клініка 'Борис',Здоров'я та Краса,False
TRX-002866,2025-06-30 15:15:36,-2830.7,Amazon покупка,Покупки,False
TRX-002867,2024-09-18 07:22:55,-136.75,Метрополітен,Транспорт,False
TRX-002868,2025-02-18 02:13:59,-244.13,Фора,Їжа та Продукти,False
TRX-002869,2024-11-19 19:06:29,11565.63,Фріланс оплата,Дохід,False
TRX-002870,2025-02-24 05:07:55,-180.1,Метрополітен,Транспорт,False
TRX-002871,2025-05-20 19:10:07,-176.97,АЗС WOG,Транспорт,False
TRX-002872,2023-05-14 17:51:46,-287.16,Netflix,Оплата послуг,False
TRX-002873,2023-05-21 16:23:08,-406.31,АТБ,Їжа та Продукти,False
TRX-002874,2023-02-01 05:39:25,-1076.24,ЦУМ Київ,Покупки,False
TRX-002875,2024-08-04 19:28:26,-326.15,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-002876,2023-10-24 20:12:16,-2238.71,Rozetka.ua замовлення,Покупки,False
TRX-002877,2024-08-12 05:43:07,-1955.84,Rozetka.ua замовлення,Покупки,False
TRX-002878,2025-05-27 18:12:59,-596.98,Сільпо,Їжа та Продукти,False
TRX-002879,2024-02-28 18:41:58,-175.48,Клініка 'Борис',Здоров'я та Краса,False
TRX-002880,2024-02-07 21:25:16,-2007.9,Amazon покупка,Покупки,False
TRX-002881,2024-07-05 17:04:02,-1118.91,Комунальні послуги,Оплата послуг,False
TRX-002882,2025-03-23 12:26:47,-244.16,Криптобіржа: Таксі Bolt,Інше,True
TRX-002883,2023-08-30 21:04:27,-806.19,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-002884,2024-11-04 23:13:37,-422.4,АЗС WOG,Транспорт,False
TRX-002885,2025-02-21 13:43:47,-816.3,Комунальні послуги,Оплата послуг,False
TRX-002886,2023-11-24 08:17:06,-533.33,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-002887,2023-06-29 02:37:40,-741.52,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-002888,2024-12-26 20:13:33,-774.75,Комунальні послуги,Оплата послуг,False
TRX-002889,2025-07-03 00:47:53,-1317.72,Стоматологія,Здоров'я та Краса,False
TRX-002890,2024-07-11 12:10:14,-441.29,Аптека 'Доброго Дня',Здоров'я та Краса,False
TRX-002891,2025-01-08 15:46:22,-43.89,Метрополітен,Транспорт,False
TRX-002892,2024-07-10 03:22:35,-189.28,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-002893,2023-02-03 18:53:51,-259.48,Проїзд в автобусі,Транспорт,False
TRX-002894,2025-06-13 17:32:20,-2475.14,Одяг Zara,Покупки,False
TRX-002895,2024-01-14 09:38:45,-279.12,Фора,Їжа та Продукти,False
TRX-002896,2025-01-19 15:03:03,-1369.59,Несанкціонована транзакція: Концерт в Оперному,Інше,True
TRX-002897,2025-02-26 12:52:01,-399.54,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-002898,2025-06-16 02:18:46,-226.09,Метрополітен,Транспорт,False
TRX-002899,2023-09-16 11:16:20,-3327.79,Поповнення Sense SuperApp,Перекази,False
TRX-002900,2025-03-25 03:19:19,-123.04,Піцерія Domino's,Їжа та Продукти,False
TRX-002901,2023-07-21 18:40:51,-1091.73,Кінотеатр Multiplex,Розваги,False
TRX-002902,2024-04-25 10:33:11,-3370.13,Rozetka.ua замовлення,Покупки,False
TRX-002903,2024-12-13 14:04:46,-1888.82,Аномально велика витрата: Укрзалізниця квиток,Транспорт,True
TRX-002904,2023-09-25 07:10:34,-129.87,АТБ,Їжа та Продукти,False
TRX-002905,2023-11-12 20:23:34,-94.75,Таксі Bolt,Транспорт,False
TRX-002906,2025-05-12 16:52:57,-11607.03,Аномально велика витрата: Стоматологія,Здоров'я та Краса,True
TRX-002907,2023-06-05 05:02:39,-630.71,Netflix,Оплата послуг,False
TRX-002908,2025-01-03 16:50:31,-596.53,Steam покупки,Розваги,False
TRX-002909,2023-05-29 20:36:35,-258.4,АЗС WOG,Транспорт,False
TRX-002910,2023-07-27 10:13:12,-407.27,АЗС WOG,Транспорт,False
TRX-002911,2024-10-21 13:57:12,-1340.87,Кінотеатр Multiplex,Розваги,False
TRX-002912,2025-06-29 23:39:22,17005.83,Фріланс оплата,Дохід,False
TRX-002913,2024-01-01 07:18:36,-586.41,АЗС WOG,Транспорт,False
TRX-002914,2023-01-03 11:20:12,-1323.96,Steam покупки,Розваги,False
TRX-002915,2023-12-24 09:45:39,-3029.4,Аномально велика витрата: Сільпо,Їжа та Продукти,True
TRX-002916,2023-05-25 05:42:43,-428.9,Таксі Bolt,Транспорт,False
TRX-002917,2024-03-18 16:13:57,-475.46,Суші Master,Їжа та Продукти,False
TRX-002918,2023-02-24 02:25:55,-518.67,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-002919,2024-09-10 14:34:25,-1095.84,ЦУМ Київ,Покупки,False
TRX-002920,2023-05-09 09:03:36,-661.75,Метрополітен,Транспорт,False
TRX-002921,2024-09-20 07:52:00,-3213.12,ЦУМ Київ,Покупки,False
TRX-002922,2023-07-19 23:45:24,-750.53,Netflix,Оплата послуг,False
TRX-002923,2023-01-19 00:03:23,-618.01,Netflix,Оплата послуг,False
TRX-002924,2023-03-26 16:19:41,-457.56,Фора,Їжа та Продукти,False
TRX-002925,2023-06-30 03:14:35,-619.23,Steam покупки,Розваги,False
TRX-002926,2025-01-05 15:07:20,-2061.98,Електроніка Comfy,Покупки,False
TRX-002927,2023-06-23 11:26:20,-2206.2,Одяг Zara,Покупки,False
TRX-002928,2024-08-18 16:51:56,-379.12,Аптека 'Доброго Дня',Здоров'я та Краса,False
TRX-002929,2024-06-07 16:35:01,-5668.35,Поповнення Sense SuperApp,Перекази,False
TRX-002930,2023-11-03 23:32:54,-561.19,Netflix,Оплата послуг,False
TRX-002931,2024-12-22 23:37:37,-118.44,АТБ,Їжа та Продукти,False
